site usage timestamp type
manager.naf.ufscar.br 39% 1496341154 disk_usage
manager.naf.ufscar.br 39% 1496341164 disk_usage
manager.naf.ufscar.br 39% 1496341174 disk_usage
manager.naf.ufscar.br 39% 1496341184 disk_usage
manager.naf.ufscar.br 39% 1496341194 disk_usage
manager.naf.ufscar.br 39% 1496341204 disk_usage
manager.naf.ufscar.br 39% 1496341214 disk_usage
manager.naf.ufscar.br 39% 1496341224 disk_usage
manager.naf.ufscar.br 39% 1496341234 disk_usage
manager.naf.ufscar.br 39% 1496341244 disk_usage
manager.naf.ufscar.br 39% 1496341254 disk_usage
manager.naf.ufscar.br 39% 1496341264 disk_usage
manager.naf.ufscar.br 39% 1496341274 disk_usage
manager.naf.ufscar.br 39% 1496341284 disk_usage
manager.naf.ufscar.br 39% 1496341294 disk_usage
manager.naf.ufscar.br 39% 1496341304 disk_usage
manager.naf.ufscar.br 39% 1496341314 disk_usage
manager.naf.ufscar.br 39% 1496341324 disk_usage
manager.naf.ufscar.br 39% 1496341334 disk_usage
manager.naf.ufscar.br 39% 1496341344 disk_usage
manager.naf.ufscar.br 39% 1496341354 disk_usage
manager.naf.ufscar.br 39% 1496341364 disk_usage
manager.naf.ufscar.br 39% 1496341374 disk_usage
manager.naf.ufscar.br 39% 1496341384 disk_usage
manager.naf.ufscar.br 39% 1496341394 disk_usage
manager.naf.ufscar.br 39% 1496341404 disk_usage
manager.naf.ufscar.br 39% 1496341414 disk_usage
manager.naf.ufscar.br 39% 1496341424 disk_usage
manager.naf.ufscar.br 39% 1496341434 disk_usage
manager.naf.ufscar.br 39% 1496341444 disk_usage
manager.naf.ufscar.br 39% 1496341454 disk_usage
manager.naf.ufscar.br 39% 1496341464 disk_usage
manager.naf.ufscar.br 39% 1496341474 disk_usage
manager.naf.ufscar.br 39% 1496341484 disk_usage
manager.naf.ufscar.br 39% 1496341494 disk_usage
manager.naf.ufscar.br 39% 1496341504 disk_usage
manager.naf.ufscar.br 39% 1496341514 disk_usage
manager.naf.ufscar.br 39% 1496341524 disk_usage
manager.naf.ufscar.br 39% 1496341534 disk_usage
manager.naf.ufscar.br 39% 1496341544 disk_usage
manager.naf.ufscar.br 39% 1496341554 disk_usage
manager.naf.ufscar.br 39% 1496341564 disk_usage
manager.naf.ufscar.br 39% 1496341574 disk_usage
manager.naf.ufscar.br 39% 1496341584 disk_usage
manager.naf.ufscar.br 39% 1496341594 disk_usage
manager.naf.ufscar.br 39% 1496341604 disk_usage
manager.naf.ufscar.br 39% 1496341614 disk_usage
manager.naf.ufscar.br 39% 1496341624 disk_usage
manager.naf.ufscar.br 39% 1496341634 disk_usage
manager.naf.ufscar.br 39% 1496341644 disk_usage
manager.naf.ufscar.br 39% 1496341654 disk_usage
manager.naf.ufscar.br 39% 1496341664 disk_usage
manager.naf.ufscar.br 39% 1496341674 disk_usage
manager.naf.ufscar.br 39% 1496341685 disk_usage
manager.naf.ufscar.br 39% 1496341695 disk_usage
manager.naf.ufscar.br 39% 1496341705 disk_usage
manager.naf.ufscar.br 39% 1496341715 disk_usage
manager.naf.ufscar.br 39% 1496341725 disk_usage
manager.naf.ufscar.br 39% 1496341735 disk_usage
manager.naf.ufscar.br 39% 1496341745 disk_usage
manager.naf.ufscar.br 39% 1496341755 disk_usage
manager.naf.ufscar.br 39% 1496341765 disk_usage
manager.naf.ufscar.br 39% 1496341775 disk_usage
manager.naf.ufscar.br 39% 1496341785 disk_usage
manager.naf.ufscar.br 39% 1496341795 disk_usage
manager.naf.ufscar.br 39% 1496341805 disk_usage
manager.naf.ufscar.br 39% 1496341815 disk_usage
manager.naf.ufscar.br 39% 1496341825 disk_usage
manager.naf.ufscar.br 39% 1496341835 disk_usage
manager.naf.ufscar.br 39% 1496341845 disk_usage
manager.naf.ufscar.br 39% 1496341855 disk_usage
manager.naf.ufscar.br 39% 1496341865 disk_usage
manager.naf.ufscar.br 39% 1496341875 disk_usage
manager.naf.ufscar.br 39% 1496341885 disk_usage
manager.naf.ufscar.br 39% 1496341895 disk_usage
manager.naf.ufscar.br 39% 1496341905 disk_usage
manager.naf.ufscar.br 39% 1496341915 disk_usage
manager.naf.ufscar.br 39% 1496341925 disk_usage
manager.naf.ufscar.br 39% 1496341935 disk_usage
manager.naf.ufscar.br 39% 1496341945 disk_usage
manager.naf.ufscar.br 39% 1496341955 disk_usage
manager.naf.ufscar.br 39% 1496341965 disk_usage
manager.naf.ufscar.br 39% 1496341975 disk_usage
manager.naf.ufscar.br 39% 1496341985 disk_usage
manager.naf.ufscar.br 39% 1496341995 disk_usage
manager.naf.ufscar.br 39% 1496342005 disk_usage
manager.naf.ufscar.br 39% 1496342015 disk_usage
manager.naf.ufscar.br 39% 1496342025 disk_usage
manager.naf.ufscar.br 39% 1496342035 disk_usage
manager.naf.ufscar.br 39% 1496342045 disk_usage
manager.naf.ufscar.br 39% 1496342055 disk_usage
manager.naf.ufscar.br 39% 1496342065 disk_usage
manager.naf.ufscar.br 39% 1496342075 disk_usage
manager.naf.ufscar.br 39% 1496342085 disk_usage
manager.naf.ufscar.br 39% 1496342095 disk_usage
manager.naf.ufscar.br 39% 1496342105 disk_usage
manager.naf.ufscar.br 39% 1496342115 disk_usage
manager.naf.ufscar.br 39% 1496342125 disk_usage
manager.naf.ufscar.br 39% 1496342135 disk_usage
manager.naf.ufscar.br 39% 1496342145 disk_usage
manager.naf.ufscar.br 39% 1496342155 disk_usage
manager.naf.ufscar.br 39% 1496342165 disk_usage
manager.naf.ufscar.br 39% 1496342175 disk_usage
manager.naf.ufscar.br 39% 1496342185 disk_usage
manager.naf.ufscar.br 39% 1496342195 disk_usage
manager.naf.ufscar.br 39% 1496342205 disk_usage
manager.naf.ufscar.br 39% 1496342215 disk_usage
manager.naf.ufscar.br 39% 1496342225 disk_usage
manager.naf.ufscar.br 39% 1496342235 disk_usage
manager.naf.ufscar.br 39% 1496342245 disk_usage
manager.naf.ufscar.br 39% 1496342255 disk_usage
manager.naf.ufscar.br 39% 1496342265 disk_usage
manager.naf.ufscar.br 39% 1496342275 disk_usage
manager.naf.ufscar.br 39% 1496342285 disk_usage
manager.naf.ufscar.br 39% 1496342295 disk_usage
manager.naf.ufscar.br 39% 1496342305 disk_usage
manager.naf.ufscar.br 39% 1496342315 disk_usage
manager.naf.ufscar.br 39% 1496342325 disk_usage
manager.naf.ufscar.br 39% 1496342335 disk_usage
manager.naf.ufscar.br 39% 1496342345 disk_usage
manager.naf.ufscar.br 39% 1496342355 disk_usage
manager.naf.ufscar.br 39% 1496342365 disk_usage
manager.naf.ufscar.br 39% 1496342375 disk_usage
manager.naf.ufscar.br 39% 1496342385 disk_usage
manager.naf.ufscar.br 39% 1496342395 disk_usage
manager.naf.ufscar.br 39% 1496342405 disk_usage
manager.naf.ufscar.br 39% 1496342415 disk_usage
manager.naf.ufscar.br 39% 1496342425 disk_usage
manager.naf.ufscar.br 39% 1496342435 disk_usage
manager.naf.ufscar.br 39% 1496342445 disk_usage
manager.naf.ufscar.br 39% 1496342455 disk_usage
manager.naf.ufscar.br 39% 1496342465 disk_usage
manager.naf.ufscar.br 39% 1496342475 disk_usage
manager.naf.ufscar.br 39% 1496342485 disk_usage
manager.naf.ufscar.br 39% 1496342495 disk_usage
manager.naf.ufscar.br 39% 1496342505 disk_usage
manager.naf.ufscar.br 39% 1496342515 disk_usage
manager.naf.ufscar.br 39% 1496342525 disk_usage
manager.naf.ufscar.br 39% 1496342535 disk_usage
manager.naf.ufscar.br 39% 1496342545 disk_usage
manager.naf.ufscar.br 39% 1496342555 disk_usage
manager.naf.ufscar.br 39% 1496342565 disk_usage
manager.naf.ufscar.br 39% 1496342575 disk_usage
manager.naf.ufscar.br 39% 1496342585 disk_usage
manager.naf.ufscar.br 39% 1496342595 disk_usage
manager.naf.ufscar.br 39% 1496342605 disk_usage
manager.naf.ufscar.br 39% 1496342615 disk_usage
manager.naf.ufscar.br 39% 1496342625 disk_usage
manager.naf.ufscar.br 39% 1496342635 disk_usage
manager.naf.ufscar.br 39% 1496342645 disk_usage
manager.naf.ufscar.br 39% 1496342655 disk_usage
manager.naf.ufscar.br 39% 1496342665 disk_usage
manager.naf.ufscar.br 39% 1496342675 disk_usage
manager.naf.ufscar.br 39% 1496342685 disk_usage
manager.naf.ufscar.br 39% 1496342695 disk_usage
manager.naf.ufscar.br 39% 1496342705 disk_usage
manager.naf.ufscar.br 39% 1496342715 disk_usage
manager.naf.ufscar.br 39% 1496342725 disk_usage
manager.naf.ufscar.br 39% 1496342735 disk_usage
manager.naf.ufscar.br 39% 1496342745 disk_usage
manager.naf.ufscar.br 39% 1496342755 disk_usage
manager.naf.ufscar.br 39% 1496342765 disk_usage
manager.naf.ufscar.br 39% 1496342775 disk_usage
manager.naf.ufscar.br 39% 1496342785 disk_usage
manager.naf.ufscar.br 39% 1496342795 disk_usage
manager.naf.ufscar.br 39% 1496342805 disk_usage
manager.naf.ufscar.br 39% 1496342815 disk_usage
manager.naf.ufscar.br 39% 1496342825 disk_usage
manager.naf.ufscar.br 39% 1496342835 disk_usage
manager.naf.ufscar.br 39% 1496342845 disk_usage
manager.naf.ufscar.br 39% 1496342855 disk_usage
manager.naf.ufscar.br 39% 1496342866 disk_usage
manager.naf.ufscar.br 39% 1496342876 disk_usage
manager.naf.ufscar.br 39% 1496342886 disk_usage
manager.naf.ufscar.br 39% 1496342896 disk_usage
manager.naf.ufscar.br 39% 1496342906 disk_usage
manager.naf.ufscar.br 39% 1496342916 disk_usage
manager.naf.ufscar.br 39% 1496342926 disk_usage
manager.naf.ufscar.br 39% 1496342936 disk_usage
manager.naf.ufscar.br 39% 1496342946 disk_usage
manager.naf.ufscar.br 39% 1496342956 disk_usage
manager.naf.ufscar.br 39% 1496342966 disk_usage
manager.naf.ufscar.br 39% 1496342976 disk_usage
manager.naf.ufscar.br 39% 1496342986 disk_usage
manager.naf.ufscar.br 39% 1496342996 disk_usage
manager.naf.ufscar.br 39% 1496343006 disk_usage
manager.naf.ufscar.br 39% 1496343016 disk_usage
manager.naf.ufscar.br 39% 1496343026 disk_usage
manager.naf.ufscar.br 39% 1496343036 disk_usage
manager.naf.ufscar.br 39% 1496343046 disk_usage
manager.naf.ufscar.br 39% 1496343056 disk_usage
manager.naf.ufscar.br 39% 1496343066 disk_usage
manager.naf.ufscar.br 39% 1496343076 disk_usage
manager.naf.ufscar.br 39% 1496343086 disk_usage
manager.naf.ufscar.br 39% 1496343096 disk_usage
manager.naf.ufscar.br 39% 1496343106 disk_usage
manager.naf.ufscar.br 39% 1496343116 disk_usage
manager.naf.ufscar.br 39% 1496343126 disk_usage
manager.naf.ufscar.br 39% 1496343136 disk_usage
manager.naf.ufscar.br 39% 1496343146 disk_usage
manager.naf.ufscar.br 39% 1496343156 disk_usage
manager.naf.ufscar.br 39% 1496343166 disk_usage
manager.naf.ufscar.br 39% 1496343176 disk_usage
manager.naf.ufscar.br 39% 1496343186 disk_usage
manager.naf.ufscar.br 39% 1496343196 disk_usage
